State Code,County Code,Site Num,Parameter Code,POC,latitude,longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,date,lon_360,day_idx,temp_k,uwnd,vwnd,rhum,pres,air_temp,wind_speed,wind_dir
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-10-15,Micrograms/cubic meter (25 C),None,1,100,0.03,0.03,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-10-15,284.777597,289,290.75,9,0.600006103515625,60.25,100.38,17.600000000000023,9.01997823302562,266.18588648145413
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-10-21,Micrograms/cubic meter (25 C),None,1,100,0.04,0.04,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-10-21,284.777597,295,288.3900146484375,2.1999969482421875,4.2700042724609375,71.75,100.81,15.240014648437523,4.803428261055806,207.25848594250357
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-10-27,Micrograms/cubic meter (25 C),None,1,100,0.05,0.05,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-10-27,284.777597,301,288.77001953125,2.8000030517578125,-0.9900054931640625,80.24000549316406,100.77,15.620019531250023,2.969870025160711,289.4722195844997
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-11-02,Micrograms/cubic meter (25 C),None,1,100,0.04,0.04,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-11-02,284.777597,307,283.6500244140625,0.6999969482421875,-7.3699951171875,63.5,100.52,10.500024414062523,7.403163091200677,354.57436314160975
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-11-08,Micrograms/cubic meter (25 C),None,1,100,0.04,0.04,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-11-08,284.777597,313,284.239990234375,-4.399993896484375,-1.3699951171875,63.25,100.39,11.089990234375023,4.60834383593687,72.70534618148974
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-11-14,Micrograms/cubic meter (25 C),None,1,100,0.04,0.04,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-11-14,284.777597,319,283.82000732421875,-6.5,3.2400054931640625,86.75,99.89,10.670007324218773,7.262756749040498,116.49452869220914
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-11-20,Micrograms/cubic meter (25 C),None,1,100,0.04,0.04,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-11-20,284.777597,325,275.16998291015625,-10.699996948242188,3.7700042724609375,71.25,100.24,2.0199829101562727,11.344728595553349,109.4092440725845
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-11-26,Micrograms/cubic meter (25 C),None,1,100,0.04,0.04,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-11-26,284.777597,331,283.04998779296875,-0.6999969482421875,2.3899993896484375,94.5,100.04,9.899987792968773,2.4904001305148293,163.675440111409
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-12-02,Micrograms/cubic meter (25 C),None,1,100,0.05,0.05,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-12-02,284.777597,337,273.02001953125,0.6999969482421875,-6.5399932861328125,70.75,101.41,-0.12998046874997726,6.577348091002227,353.8907034235659
42,101,0136,12128,1,39.927613,-75.222403,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2000-12-08,Micrograms/cubic meter (25 C),None,1,100,0.06,0.06,0,NA,092,HI-VOL - ATOMIC ABSORPTION,ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),"AMTRAK, 5917 ELMWOOD AVENUE",Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2021-11-09,2000-12-08,284.777597,343,273.16998291015625,8,-0.3699951171875,72.25,100.08,0.019982910156272737,8.008551453711377,272.64800787269763
